# 	 position 	 1deletion 	 2deletion 	 3deletion 	 4deletion 	 5to10deletions 
-1	-0.005524460439085016	0.008731241632030508	0.013222607623762383	0.0176641729396985	0.025075778782608693
0	-0.01600687362706477	-0.06291268079803415	-0.015514117944964621	-0.04601472913041734	-0.04924446216482737
1	-0.011437476718014306	-0.03952831121005386	-0.06796819450375657	-0.09064499569017886	-0.11832921680709835
2	-0.02781445751260384	-0.04450182726760564	-0.10762836636059056	-0.08847926695075758	-0.09593769064975267
3	-0.030613523195509855	-0.016262793105235037	-0.049740371276571424	-0.07264110082690246	-0.10950327342766873
4	-0.01739771086370217	-0.007444308375568185	-0.06231236637037037	-0.08543365283491525	-0.0821448785338007
5	-0.013190165436283596	-0.027946051038602947	-0.03273077810897436	-0.0294695890549575	-0.07962092211464246
6	-0.0030378207858722988	-0.021469735641358022	-0.045726662165236055	-0.06638719738179596	-0.08649633193594922
7	-0.016099610099961685	-0.03318492959266055	-0.03015800102461034	-0.049458263635088824	-0.009874260490931834
8	-0.015910083104399703	-0.03416059309558339	-0.02137074517059301	-0.01327601745954907	-0.027282278647058823
9	0.008865271538957688	-0.010296278087391595	-0.0007122053952855912	-0.0405358531381579	-0.04099739559080801
10	-0.000947010329334787	0.002250883514814818	-4.453241744839999e-05	-0.00725483332157177	0.007376883492749245
11	-0.0018843970126512664	-0.003791386756345176	0.022644322708653842	-0.02753095164451827	0.0032127985712025386
12	0.0015782975437082418	-0.02219947261175617	0.003947211610101009	-0.011118931436645399	0.00652515914991763
13	0.00044645359947506375	0.003602921576103498	-0.016510893350622412	0.003000922885098741	-0.02977845713459802
14	-0.003956963998540574	0.008485787919306183	0.008661704290780147	0.005806611036259543	-0.007884677182795704
15	-0.002735874207938931	0.02338913868697639	-0.0021911751270718223	0.013172132905282331	0.037206045768440714
16	0.012113059380514116	0.01909944142565284	0.0021794487662337705	-0.026808980926622764	-0.006728811329423261
17	-0.004710955204358813	-0.011870197248097415	-0.01477360504016913	-0.01305325010717897	-0.04447910959462254
18	-0.004095044676576281	0.0005045202562396047	-0.013153823345664738	0.009545556580807088	-0.03789678638921002
19	0.0031578404480851105	0.02000863004625199	0.005411005250000007	0.015492363991471211	0.021805694596320348
20	0.010285055876912927	0.01592182797668609	0.023583842586681975	0.056388281282937366	-0.010930458209745768
21	-0.002066381949434464	-0.003265278222881353	0.004406054151838669	0.010641669943227097	0.008663935166838306
22	0.008214683046030687	0.009523558480594548	0.006028479385964906	0.012880366623783788	0.049156337540305024
23	-0.0053840152504213	0.01140320676540084	-0.02152522320105883	-0.003907418774193548	-0.020836837723223752
24	0.010718440206577596	0.01737168545840407	0.011161807676886785	0.012000526312008984	0.022199833466230938
25	0.001003506305518617	-0.014996249859550562	0.03043780538647342	-0.0072722379336235005	0.004995721598930481
26	0.0025276208566978177	-0.003316299999161072	0.017342774486792455	-0.011444012876960195	-0.00234527372675086
27	0.00862077984939759	0.01731086435744681	0.016424560980392165	0.043766995564772725	0.037117884510035414
28	0.0074450838353146845	0.013447973419023134	-0.0008680959942263282	0.018488355832768356	0.029087585740099012
29	0.0055042444433164115	-0.003704598399672395	-0.02002493643205128	0.010385118854430383	-0.01584760746051032
30	-0.005696472635413033	0.02375922547818792	0.05049365034153005	0.0026792498151481914	0.022790938125555556
31	0.0069111036091455275	0.0016825216538131945	-0.005745988143989432	0.004535530596491226	-0.007912219352179041
32	0.007437240933517051	0.009744943851351351	0.010781494506329113	0.030993614750593826	0.007437714895662369
33	-0.005062104106995882	0.023111385922413796	-0.012380246745742092	-0.004801599853971965	-0.012530918500000009
34	0.0044957923865199464	0.02318875737793851	-0.006053571632390751	0.021833361309523812	-0.003536611176334098
35	-0.0035610191415159933	-0.002881573624220832	-0.00847602988228438	0.0016892752643419572	0.007996904652777788
36	-0.005938749740027992	-0.0013917989386189262	0.01343929900530504	0.036206116092465754	0.008862496630565587
37	-0.0012484812725052337	-0.003815991798951047	0.037360391318944836	-0.004336350965517246	0.006380545962219596
38	-0.0031573375091561925	0.011907330554399242	-0.0022600469846350895	0.004498991170035668	0.04433089947560975
39	0.007667557415649677	-0.009272783807339452	-0.009840430444711537	0.026465879421182274	-0.003764212043312098
40	-0.0040623596403633775	-0.0029086374786729827	-0.013105424117647044	0.01460229962406016	-0.01837384881715007
41	-0.011602729963029433	0.0071320305545286575	-0.0025087907520891383	-0.002137612315258515	0.01736482035211268
42	0.01058609326151079	0.002776030660633484	0.005558119568627448	0.017718595926070033	-0.02702030793258427
43	-0.003302899580555553	0.016762744014111007	0.022714394851589593	-0.020923048671199002	0.0015827356451612912
