# position global 1dels 2dels 3dels 4dels 5dels 10dels 15dels 20dels 25dels 30dels 35dels 40dels 45dels 50dels
101 4.417152487428891 1.8808269954851282 2.5770100778901353 3.080238862568508 3.5040324905123708 3.729322645097433 4.557787762817904 4.893168285886021 5.029698813557158 5.187315953715848 5.290602302519515 5.390370624985666 5.398741623726727 5.582815276624483 5.723757169532915 
102 3.9914149449292746 1.5775167933099514 2.1626061733190496 2.6180114378071893 3.005554600615182 3.280413763941443 4.111082644832161 4.439048833143108 4.567723713231639 4.760780138867303 4.861284906570929 4.9506470648207275 5.0159023655605885 5.151073247187583 5.364804309473145 
103 3.725874297767368 1.4376242065024771 1.944936205062696 2.3907679227502148 2.7168826556015833 3.013713261415287 3.798350745881718 4.150985943182457 4.291584504655256 4.470772776068785 4.579674371593511 4.701657754403856 4.754196297285102 4.804524490904472 5.093127918003142 
104 3.5195063081155458 1.297366432928756 1.7848682480333449 2.1833715020726374 2.5194580614692 2.7800964316716006 3.5403708587871225 3.917116103287629 4.06808069798833 4.278853356511275 4.3570485097780605 4.504073655983321 4.544516717206985 4.624618292929173 4.858529613244684 
105 3.3471258226725453 1.1928566734895578 1.64525218125415 2.027610799757266 2.3448473303628896 2.6094267301024483 3.32308057752376 3.6893415744615106 3.873152019781512 4.082605408707608 4.209918281618069 4.304126456524557 4.373381438946515 4.4919977747152675 4.679074266029103 
106 3.164901158660245 1.1139122486800914 1.5417030171655348 1.9197130945829441 2.201512354026633 2.4415899327578834 3.0893618653427017 3.452289570398086 3.663299378043381 3.83569599634934 4.011653013065316 4.10355179371442 4.163676476903822 4.278968837051647 4.479652303959292 
107 3.0204469235874893 1.0542603225696823 1.4720208178706746 1.8216861466126335 2.089776064603969 2.3035421526981614 2.892176895587898 3.300951609166834 3.481028905420183 3.639030492874465 3.8444423307810327 3.9306075496294057 4.021493380557838 4.134487588130429 4.290797406654094 
108 2.8884135328584937 1.0217686156861303 1.4109265946255394 1.7397995203861356 1.9999199483312633 2.1738947884004864 2.7211570157783718 3.140682164225262 3.29437945272455 3.4620082644490124 3.673735588643342 3.767441081611916 3.866248256785777 3.9851942374149574 4.172111683958308 
109 2.796765607062199 0.9687416974509333 1.3415827650791876 1.6646228193790498 1.911831177070034 2.0767838254734032 2.631002628313212 3.02753761588963 3.187776608323403 3.360832398451063 3.5739546966823714 3.684829618021117 3.7833599743618125 3.885278029266349 4.0473436141615124 
110 2.6809779146400285 0.9308282013601711 1.282822548793286 1.570715695309242 1.8005578523220187 1.974656314829486 2.5301739862666097 2.893259150076796 3.08348598244898 3.218043888962118 3.4190591590923205 3.525197646324605 3.650119372252026 3.7345184031325713 3.9125124780717484 
