# position global 1dels 2dels 3dels 4dels 5dels 10dels 15dels 20dels 25dels 30dels 35dels 40dels 45dels 50dels
101 0.07945514310166829 0.04932876308793499 0.060276134098478 0.05754972647569284 0.058679495896056005 0.05812713429298424 0.08089295889101235 0.09591760025540882 0.0992242950198857 0.11175000130759342 0.09452462677746916 0.07676150980506732 0.10044712701823587 0.12219105296174548 0.1334019995684092 
102 0.043104546370696106 0.02106035032946107 0.024941285092612616 0.0274513580984533 0.018926357681790882 0.021355838921480318 0.03967032418492904 0.05594146134663439 0.047256425592419694 0.053854223727298325 0.04863148841535259 0.041491914935284 0.056073868684286605 0.0731506844005131 0.0900486142893765 
103 0.0301556892960185 0.008797305934470714 0.014340609605619505 0.00987412638617754 0.010271027237682225 0.01939325352346053 0.036551796444477626 0.039807455301518406 0.04309638710689797 0.04319270525500325 0.04574719628671875 0.04135266673275278 0.046681525487234504 0.06426125937257544 0.08478718894400439 
104 0.027602103962199254 0.006370694007949029 0.00748404126159258 -0.002713088153740405 -0.00032536680646643676 0.011178849879522999 0.031505804627921796 0.03311945506787622 0.0409264670466248 0.0456412720917484 0.04107630155450275 0.04419662709353045 0.0449389769130793 0.062191219192070754 0.08408424909741136 
105 0.013653228604273 -0.001097301614642858 0.0063413897083284595 -0.0064132857055380155 -0.00494781506982979 0.007134935809412798 0.02840577946748619 0.02208450650678588 0.038622486501746496 0.03889487751674216 0.032119645976330796 0.0415191024311852 0.038724926186075044 0.05630671426875824 0.0715015303833863 
106 0.009268434490275 0.004308878671302544 0.011922606402593518 0.0016303927911838713 0.0008152452683698961 0.0076964190198543815 0.024646508282496885 0.018080207175780696 0.04414288532980095 0.036125264782840796 0.03441480345327605 0.045814695915126255 0.04062960890274045 0.060319432063812704 0.0697028087309721 
107 0.016649302768010053 0.00528505579289927 0.010483721838222573 0.0029907026448779263 0.0042550249803478555 0.005988273453682044 0.015839757950197066 0.014733327383917623 0.034972182293361395 0.032336862120136756 0.0276617194914342 0.04132033162556445 0.039535668779158255 0.05521763167479379 0.058463656848692654 
108 0.0252343172519575 0.01459541341317757 0.01670223059618047 0.014524762056148399 0.01801702155719442 0.021441854915084158 0.027806381919602496 0.019808333504347114 0.04265260086588215 0.036234977464344925 0.03853778028229514 0.0524628167966555 0.04926285323116545 0.060874402417791615 0.07561645619400664 
109 0.02267748845745165 0.011524657163629309 0.015176692466066828 0.01112036133907704 0.015676839865027593 0.013256103917033068 0.02452080238195084 0.015510214366679867 0.034237951938855544 0.02572559660363923 0.031351271690395005 0.044918170720351085 0.05211152887223154 0.05518676309889954 0.07271404794312245 
110 0.01792785854332858 0.005307913137797252 0.010676679972175456 0.004491475565244129 0.014051492597220062 0.011523291193241084 0.03037251607579407 0.020266020406612472 0.030284778164049436 0.020511592035597798 0.022797834535494138 0.03786698056564675 0.05808829962668925 0.053944645895989345 0.0683143797084473 
111 0.017259981047755644 0.0040889923715273935 0.005356435974804229 -0.00020172799294640846 0.011942162197755363 0.0077348741182257695 0.026871676015234953 0.017671182081288855 0.02605043818191274 0.013262887608448008 0.01590191270605418 0.035945388867317095 0.05042237588636208 0.054592754546187665 0.0666951979907866 
112 0.015958077801893414 0.0023150107867603723 0.00397515640521 0.0004348292412588492 0.01209377055781904 0.010416804498894183 0.02370882954895043 0.024200538933400947 0.031306319503711495 0.021225194314206924 0.020137547365487892 0.036339120524928686 0.05042542838575375 0.05611887358968275 0.06792224392064974 
113 0.028321252888820505 0.004881726225646418 0.01171758860047134 0.010607704709632623 0.01733914106725727 0.010131306359729347 0.026900266502310255 0.024912791565591827 0.038194969365872806 0.03107654398639853 0.03185715025125089 0.046312979639125826 0.05359341931155155 0.05908806509552769 0.0733055482305995 
114 0.031080014863189075 -0.0005545623628663257 0.005565683143868637 0.01190881274666474 0.015323589727977325 0.003533562753785103 0.0234230349471113 0.02113647092643467 0.03294371051818182 0.027664799561961398 0.029744603498911004 0.04628519381415575 0.05295169385777506 0.05836177202361725 0.07288979678378461 
115 0.025815677163118302 -0.0011950932575826145 0.001056470370724314 0.009808264275711468 0.008793366122164472 -0.0002267449138614719 0.018539391745782497 0.013797827963757467 0.027057243298345298 0.02553854989781729 0.027054465568581123 0.040194984354589056 0.055706832507294496 0.06215093244673528 0.07818186258028174 
116 0.030303799824438492 0.003016899416662352 0.004512374854943133 0.01184032024621494 0.009762203667294474 0.0069725258254544 0.01929471405525315 0.018846281062632975 0.028402780863187444 0.03019057465235077 0.0297450583017611 0.04177814987213005 0.056620358914168 0.06539545291004274 0.0822298999873952 
117 0.03389350061841329 0.006851682336564386 0.008692266520015417 0.01340893101256647 0.01723820109886397 0.014298577051805032 0.030212761589602503 0.029576571674481977 0.036558106221569894 0.038661971542547795 0.03595380248819813 0.04715498831560755 0.060472623591133604 0.07255127132498429 0.09196874786756526 
118 0.038138525543687206 0.006418432374674794 0.010398759402634666 0.012902992662032415 0.015949082613732474 0.012819970684262029 0.0343025336048475 0.04149054393175147 0.050235383748156566 0.049527704480180686 0.049225710185042404 0.05435946764138879 0.06740466288545426 0.08138082875995095 0.09695280702092085 
119 0.03717636703581368 0.00677374272215927 0.009304708037197825 0.012909110644972386 0.013914204995713442 0.012432385886155 0.0333557875482775 0.04228293741739158 0.04823299848777518 0.05087727882789965 0.057642030815300345 0.056361118904756244 0.0669317852150852 0.08546649730275785 0.09950577885205114 
120 0.033342780587179655 0.0071492635687396885 0.011721656299967992 0.018120806876401434 0.01756540828578264 0.013504025194439249 0.03616789189891504 0.04683576780890682 0.049551273907239395 0.05323317154004788 0.060914078252440905 0.05827106336044445 0.06835453512371699 0.09006405732165934 0.09792983551011275 
121 0.033625253305196744 0.008538111440350372 0.009452960315762654 0.017301256900728517 0.016610286036784275 0.015566318636339975 0.03521289736104139 0.04557467911017987 0.05011405531728049 0.05348730901170845 0.0603029595611147 0.0550396417125728 0.06770841943111715 0.08458845528044234 0.08953738326026381 
