# position global 1dels 2dels 3dels 4dels 5dels 10dels 15dels 20dels 25dels 30dels 35dels 40dels 45dels 50dels
101 4.343940125366745 1.8465233677175572 2.541539821864556 2.9992351490256004 3.3258708222509568 3.651064173545214 4.472449507255982 4.851898267883007 4.965594858412714 5.097847324312336 5.251190919897557 5.369975423972977 5.508618031485287 5.477925742227534 5.652876903076335 
102 3.959131601264466 1.5764813135842692 2.149297456060643 2.5939002026435105 2.8992608463944927 3.1920708413391554 4.03716218198565 4.387759243774654 4.507376248027713 4.680073537973705 4.849708757249933 4.984734074724249 5.105847268082254 5.061358496867122 5.222830886239723 
103 3.673680300059647 1.4120214353192473 1.9268885628181451 2.385628155359443 2.6504329223074716 2.975263462185478 3.7826162531595577 4.101891121043354 4.254422705520871 4.444069879171384 4.618633070760482 4.783455763671119 4.828427224468019 4.822495214070529 4.9425563173684495 
104 3.4182575529320514 1.294124572423493 1.7724253672731634 2.206711573774188 2.4923812390933175 2.7906005700590546 3.5303410940276043 3.827500481468247 4.016266672200857 4.2159127089591415 4.420667761388728 4.4880688792533245 4.524999678561451 4.614718976374208 4.74473087790015 
105 3.202659422792567 1.2215576284574454 1.6693243323344487 2.060140268836373 2.3359768395679827 2.609888315199578 3.2874453656580642 3.6118098067228943 3.7953104992577136 4.005271729094623 4.191504683147159 4.265887893355589 4.333861705244317 4.45634133928404 4.5087970602340715 
106 3.07180018378863 1.1300483253666675 1.5736724164019005 1.9386683836734755 2.204321801722654 2.4474575095510285 3.0746043880263265 3.4295236519628407 3.610486300042698 3.78921298235421 3.9791706256690036 4.089537120599492 4.167852085760795 4.290892443929913 4.367946570074587 
107 2.996731521165712 1.0795557543682883 1.5021762105888479 1.8347726217681894 2.0720872096301686 2.288575945508762 2.8931400237490865 3.1977654605669996 3.4632422641860656 3.6275564369401065 3.7684005322327256 3.9276564199746637 3.9946616035904023 4.156570389796899 4.259745595121984 
108 2.8777135768163697 1.0379325011594942 1.4409127605691392 1.7397107063327766 1.960151865669 2.1591582948625376 2.7478632270783603 3.057421745786698 3.3245858679414972 3.491578101580325 3.6327972579579946 3.8526575437959125 3.861508665555888 4.029140946819563 4.14144152674693 
109 2.7391146343128088 0.9930532986135692 1.3630148441786296 1.6606573959939863 1.863130916624546 2.0598048271563347 2.6368811786771054 2.991110485696528 3.2255497601641205 3.355694038196775 3.5255186216058276 3.752612418155712 3.7381993418906387 3.9206200366218007 4.026329092712777 
110 2.6203973727014573 0.9520971576034483 1.2920598677075723 1.5873781151227087 1.8124014198572234 1.9836359228351197 2.552539322416881 2.888525238514947 3.115134513777672 3.2343359058080865 3.3924201245002985 3.5868033183551766 3.600978061319518 3.8031830955729267 3.9206924888083114 
111 2.5817893893664374 0.921023857191225 1.2551408514334133 1.5322525997141994 1.7481695562201933 1.9022125269766628 2.48197061131137 2.77277410522135 2.99860553912956 3.1488467001776406 3.283588455298767 3.468590584606319 3.4820089545228416 3.6749281120516692 3.8278035394065504 
112 2.512424660988291 0.868254598751213 1.1968677646575698 1.4576727944018966 1.6643276691010407 1.8286774272127404 2.351629186355087 2.662068721816523 2.8530287037762885 3.013529348197336 3.164703069968716 3.3453260208585167 3.3911451578965797 3.5415060846868647 3.733676028159938 
113 2.4217233350968965 0.8332364905575594 1.1432278339203188 1.3932770844737457 1.5827984627604237 1.7505026907755448 2.235221782210474 2.546198260268845 2.779678387213345 2.9010064528949826 3.0595235865543158 3.199446596559813 3.2736490799739144 3.4262706883800638 3.6115756001576935 
