# position global 1dels 2dels 3dels 4dels 5dels
1 1.116949532855162 0.7923346996171394 1.255368280983705 1.2145475968999018 1.3427488327624004 1.4422672376207402 
2 0.935045666348906 0.6523387263434482 1.0290585273759427 1.0506840779520168 1.1745080045897307 1.2787878985759484 
3 0.8315732587159324 0.5797888488657352 0.8773360596917699 0.9100674985277714 1.067906669930981 1.1775870356157982 
4 0.7603336838783319 0.5185020271649962 0.7938343335759204 0.8369804635157805 0.9608977169746822 1.083724919644873 
5 0.7052527423313709 0.48079494470254147 0.7404524904208374 0.7850542711715239 0.8931743570419464 1.0021052814482823 
6 0.6627359039645413 0.4565046740025622 0.6901009686755888 0.7348788452953245 0.8333398765449552 0.9491856807522161 
7 0.6272350990213282 0.43234908457997845 0.6527601672852564 0.6975525785142954 0.7819728982307139 0.9043182116648845 
8 0.592985138106797 0.4171686346952504 0.6170528061955374 0.6633560538136906 0.7416106859450348 0.8599530711265752 
9 0.5757519876127953 0.4009978027390037 0.5867962895444775 0.61880556418817 0.7123614192933552 0.8189676770534355 
10 0.5504905703912824 0.38690467529655015 0.5671491790548404 0.5927198259511025 0.6885534411932738 0.7790146115798877 
11 0.5207264846320191 0.3713970777056004 0.5427130742068867 0.5718219849722763 0.6646777411280016 0.7489306084622604 
12 0.49445260034052724 0.35198105997518775 0.5194654456297867 0.5475390968887776 0.6360949527625873 0.7125585989645696 
13 0.4835907647799432 0.3353940523221196 0.5011336290089069 0.5355778928542302 0.6086388047186276 0.6827500748395883 
14 0.4700614451102633 0.3190020112419297 0.48234373457221363 0.5259701060227365 0.5999183611181176 0.6491306131723749 
15 0.4516566068026972 0.31030758983198853 0.4608922546122486 0.5045399570238618 0.5804818880339137 0.6198393205604956 
16 0.42801375001524855 0.2967535824369146 0.44395033524846456 0.4875085548477673 0.5489808298984536 0.6007349850913769 
17 0.4198272461915671 0.2855796313865261 0.4386662774002677 0.4751359136878003 0.5359830504265148 0.583141856211922 
18 0.4088388974765001 0.28106055869312246 0.42299921751291075 0.4616991408793672 0.5163868891744647 0.5643203689455007 
19 0.3884974668860006 0.27710087708260966 0.4143548060267646 0.44766239501513044 0.5081357747715946 0.5402653522569436 
20 0.3737304945947627 0.26960758913670985 0.4002512529684655 0.4316807283607598 0.4957107954320153 0.5297447222559947 
21 0.36246253824381436 0.260829013887455 0.38803596216524133 0.4212487380165398 0.48451998978252686 0.5190738165818575 
22 0.3471197978953683 0.25197752601863777 0.3748929861959808 0.4082698271760837 0.47432775846219594 0.5105231084893501 
23 0.3412088182102066 0.24542268933777078 0.3580073930482941 0.4001772310095765 0.4594670290774701 0.4991288172412304 
24 0.3357535245767603 0.23805078318912928 0.3577770390031291 0.3983488107013783 0.44991058516552984 0.48382418152293777 
25 0.32873704582088137 0.2303237716306245 0.3517403579367311 0.38714896236638624 0.43565183655190504 0.47515786668290894 
26 0.330642096599456 0.2256510871810703 0.34479022625201566 0.37894926035197224 0.41958791480741264 0.4644452671753297 
27 0.3188558988396395 0.21966416623568685 0.33329553047538346 0.3703522631047403 0.40758069552908827 0.4539090342309264 
28 0.3102586695480832 0.21922356619972833 0.3268509329880098 0.3584783365728419 0.40213053218001815 0.440542611231282 
29 0.30499714778720965 0.2169072680161741 0.31611625560195006 0.34709044696012653 0.3968072112907415 0.43641794181991383 
30 0.29935964344788674 0.21523107248160186 0.3092641650571324 0.341833845808625 0.39197223864492425 0.42683979014327816 
31 0.2956370444295636 0.21403647694358716 0.3086739687922316 0.3342614857675556 0.3870501306813365 0.4249910292737708 
32 0.2917679109949519 0.20839628050863335 0.3037638815566817 0.3239176078860209 0.3786893956029849 0.41425996267848875 
33 0.28543889295864744 0.20485989365467966 0.29820748443248296 0.3151373420255853 0.36978995333506137 0.4029162373032231 
34 0.28076873838887384 0.19840115229354907 0.2914351206674124 0.3080302258367914 0.35777072662420517 0.39440753831457 
35 0.2755043853962523 0.19198763640998123 0.2858433429268071 0.3015212445687676 0.3484202405596353 0.3861169015192307 
36 0.2695511885057771 0.18754624701304665 0.2841517562626568 0.2947710983118382 0.3383429268449762 0.37245821329109385 
37 0.2677435142446745 0.1840897479890535 0.28359875720403477 0.28865661144298616 0.3358001258583271 0.3681717001646371 
38 0.2634206471068233 0.17967533290224058 0.2797861625637211 0.28173653868518267 0.3347584928349258 0.366562967948231 
39 0.2592814259411741 0.1757755327573401 0.27515874291637943 0.2745671828015651 0.3327253684920379 0.3608456365513171 
40 0.25612699462118826 0.17284407187586467 0.2753224731788455 0.2701398994101787 0.3272988391226505 0.35263448844305006 
41 0.251109462006664 0.16933694389860648 0.2668892416411074 0.26947473967200136 0.32349978785377437 0.3556357536821533 
42 0.24839389650536958 0.1676314268995858 0.2604942918418486 0.2678396687668533 0.3201447397882529 0.3546034068224259 
43 0.2470860785864182 0.1690509681777775 0.2555137504731126 0.2686045490843651 0.31548578864750204 0.3486529779940241 
44 0.24056805427521313 0.16695003779404924 0.25234180364483344 0.2656408223010199 0.31312310721353076 0.33632977205447395 
