# 	 position 	 1deletion 	 2deletion 	 3deletion 	 4deletion 	 5to10deletions 
-1	0.16066244001954189	0.048457850415857796	0.05149883202690897	0.26254419180266386	0.14382736111291647
0	0.23916961058353042	0.19507415903987108	0.5294642048979413	0.6862328622377444	1.1009042834228429
1	0.1881290759083499	0.3319241882093282	0.42187697645109773	0.4542396220455303	0.6687138632007298
2	0.2568540815238026	0.38685449797105437	0.4475411603591747	0.7105801106035833	1.1318182811673028
3	0.2555290106574418	0.34842111924028624	0.41770878384801985	0.7154820666846141	0.4409715814243018
4	0.19796349523838164	0.4071977649702696	0.5296356316325103	0.40961861574647696	1.5456820479224762
5	0.29183022774609263	0.3447882330429997	0.31435600994263735	0.31443797825737907	0.5424402999450956
6	0.18942281385360096	0.32912978917081637	0.2187132328406584	0.3696240410868293	0.415917582451173
7	0.21194633638393007	0.32815270344410175	0.26350700315867454	0.2825733783775546	0.4635614130810522
8	0.15276733372702994	0.2679397971675513	0.3336069126037613	0.3154609802800975	0.5486454131361724
9	0.16166301413552667	0.19301461552418334	0.29104254166885546	0.3300221718152015	0.5679519255905151
10	0.17032057289831154	0.26954679856809005	0.1830517187258944	0.2325839386013997	0.26796137764527267
11	0.20352691306398507	0.11634738705100628	0.12909605211195113	0.22120086549805829	0.24330721919841658
12	0.11430978834315518	0.14230669392365575	0.20109428153153094	0.22456002921616258	0.2797864976139402
13	0.13884800378987444	0.21747920538446383	0.11685643611183244	0.3185687188089584	0.32032252870401046
14	0.1034332974568671	0.1534458700590218	0.28405980640806594	0.1858155958812662	0.3254841300408281
15	0.12820611460624062	0.5760458748016284	0.10367095851643786	0.3022218555094872	0.35557302661130796
16	0.16419849366708422	0.39350127136249125	0.19946527118511306	0.15666219534630424	0.371966058262218
17	0.09909146252531038	0.12253920289813873	0.19732720441262963	0.26834559243493616	0.3593455135895243
18	0.1134068953520496	0.10779872122019296	0.1700548560164252	0.23504090087582072	0.6957507983559147
19	0.12807836394133526	0.14439459264692306	0.09028380585479118	0.11225226373143038	0.17277764855010594
20	0.14334714226642745	0.14198474153573437	0.16177192376637092	0.2818105721349759	0.19515663852649937
21	0.10102044950399908	0.19269588567363546	0.22542531147482903	0.1343801508391458	0.2852721664287649
22	0.12923048432214976	0.12354841631612606	0.22303893505958716	0.2218256388287775	0.3904399936144665
23	0.08719963909822648	0.26093069818645875	0.14403624544939134	0.22475243518322116	0.31301762092920116
24	0.05941647258452271	0.15269631263323621	0.11987803785420172	0.18382026743393723	0.25140890069427424
25	0.1119858751211898	0.10155882709283653	0.23033435194655993	0.08482746328527421	0.30160237669949597
26	0.13530334578147937	0.24474882919667337	0.09798969038004077	0.19435172627631717	0.22857323347686123
27	0.07804936187076719	0.09337249341203442	0.21151629292152052	0.12541179875411265	0.27204436156793205
28	0.057308736992713064	0.10715107437643062	0.0665291253691826	0.10387197740695567	0.2778551355989971
29	0.10960781085762046	0.11367910363204847	0.12854773609605674	0.18017777297160165	1.1340913647653534
30	0.05298893210944723	0.12781052833331027	0.1192073635413595	0.16936224279997322	0.48109135182064083
31	0.06249553944155939	0.1307954357979608	0.20764019178437232	0.14981785553035545	0.9986838383863977
32	0.11067952756416559	0.0698179713072458	0.22366597612477146	0.16352156084222694	0.26425430883103224
33	0.0640936284634803	0.19265899651722873	0.2430468500465441	0.18280701362724688	0.18651750369970554
34	0.07604078576998383	0.1701880629167619	0.183485408699289	0.789124194454264	0.19544925966604076
35	0.08825328978790518	0.1022897036484724	0.1630528201169248	0.18073872287241638	0.15840482261994104
36	0.06476831590284861	0.068988160071681	0.16887626346198126	0.11407807653560954	0.3532584325243193
37	0.12396344110615141	0.24141570126535908	0.10738127018509275	0.11598498023469689	0.2976240246390162
38	0.07867100913388116	0.1833656961286771	0.27195490893350055	0.07906274680348349	0.15239019629009215
39	0.11993796152296549	0.18750088164145332	0.09311550041826323	0.200442883925622	0.20801153418599755
40	0.06992232626096946	0.0902323309127841	0.37000844455460924	0.09077055640221678	0.08635082179818454
41	0.0737986537458991	0.13907184394894093	0.11800487509881749	0.07274261680472204	0.141275409855976
42	0.08788641491089139	0.156022087627572	0.16039369119101796	0.20437028671269705	0.13015011860078882
43	0.04457698047044055	0.03701730143204039	0.15356372414277844	0.10520366628013134	0.22118409511561485
