# position global 1dels 2dels 3dels 4dels 5dels 10dels 15dels 20dels 25dels 30dels 35dels 40dels 45dels 50dels
101 -0.05650212227708393 -0.04229270541210001 -0.032014348780625 -0.0354530733195 -0.06659148618899999 -0.08259987864925 -0.05686040533949999 -0.05503970675324998 -0.08019198671749998 -0.06504954914269999 -0.077376790568 -0.042266104926 -0.06819958157750002 -0.0587052116575 -0.028388882846750008 
102 -0.04306301083849285 -0.015550435988250004 -0.012208688393499997 -0.035871544716750005 -0.04831846450725 -0.063660551724 -0.0491356831375 -0.031419383989000016 -0.06747690006250001 -0.05759384458250001 -0.08095118347050001 -0.043470520521499995 -0.055620149293400006 -0.04984757978275002 0.008242778430499996 
103 -0.04238313487853393 -0.022719558173250002 -0.017307963843425 -0.035954156997724994 -0.030107407097250002 -0.04636633227 -0.04900403777375 -0.042504571709325 -0.0774369273475 -0.05941875244249999 -0.059187657662500004 -0.04395588389749999 -0.06165210209925 -0.046694719973999994 -0.0010538170114999996 
104 -0.028063976660858928 -0.018871815880249998 -0.0022491882497499985 -0.030706121763474998 -0.008439361602999995 -0.028768310467250004 -0.050286774024575 -0.0278511809485 -0.040886711844249995 -0.04660312714999999 -0.025990626737250003 -0.04117680338624999 -0.036066944095000004 -0.049291201829475 0.014292494727000001 
105 -0.01816830829386964 -0.014688271055524997 0.011947446219675004 -0.008262736230749997 -0.007537093350300001 -0.032091175394 -0.046010963301775 -0.024567786560500005 -0.02849257335625 -0.027557331403624992 -0.014797111568250003 -0.01041410487837501 -0.023854766292999992 -0.041400247033499996 0.013370398091999991 
106 -0.019161817814747326 -0.013190736527849996 0.01400903957905 -0.01669424640097499 -0.020356663338075003 -0.03680316747045 -0.04751271986797499 -0.03005886501575 -0.029948666902824998 -0.021721951171165002 -0.0192181461656475 -0.013341624724850011 -0.018554599251250012 -0.028411517552024992 0.01353841540332499 
107 -0.013324327145344284 0.0007590303326025021 0.011107148467099997 -0.0031972906127749976 -0.013739397277047502 -0.03241235733395 -0.051497147091475 -0.02510898075185 -0.0402416060686 -0.014891709843250002 -0.017105247810974993 -0.006066563699475003 -0.006618484587624996 -0.016146105563724984 0.028618131806224998 
108 -0.01740000007636875 0.00039097375252749347 0.009263938131814996 -0.008039636568572504 -0.020129424955147503 -0.041613848299847496 -0.04405314369177501 -0.024862743728625007 -0.04517385985119999 -0.021545029439349998 -0.039436263003100006 -0.004324855087549988 -0.010411299152400001 -0.006489469070702498 0.012824659894764997 
109 -0.018323473028768744 0.004290453741987502 0.0026263859918474975 -0.0156656435982775 -0.025055127462399993 -0.0410545314167975 -0.050150198331075 -0.012751452389472505 -0.032790282053524994 -0.0049365038517750065 -0.03547760412047501 -0.0153855187542 -0.0385218228420875 -0.007004874713125001 0.015348097396612491 
110 -0.014572351580083218 -0.0035769083545699977 -0.010108353809952503 -0.010224315050802495 -0.025124238211325 -0.043507533589372496 -0.042553082347125 0.0032301787614174983 -0.021542791919399996 0.014499688688147504 -0.02871365752884999 -0.012648270005687495 -0.0345817028263725 -0.0114627363060725 0.022300800378799994 
111 -0.007277342732112142 0.0013937887526425002 -0.010480097156775002 -0.0023163300408249954 -0.03167994794182499 -0.0494428636991975 -0.032240153535250005 0.007959169865502507 -0.012210541365424998 0.0247657076635625 -0.013657486076825008 -0.005928237456249999 -0.012387991849662508 -0.0021815705828250012 0.036523755173582514 
112 0.002420602563152139 0.002035572888350003 -0.004389224301442498 0.0027263101136525006 -0.0262186777361725 -0.041062508636345 -0.02776821213252251 0.010695184194379998 0.008332761735325007 0.036934691646325 -0.00039435620707500266 0.000744103217699994 0.011904066399642506 0.017829369819487493 0.042519354882824996 
113 -0.0017404122524832123 -0.006067794769372501 -0.016357196649647503 -0.015738374871000004 -0.035598126781502495 -0.04148500388922001 -0.03815407331842252 0.0029974212406225077 0.011353803177010005 0.034333868858837505 -0.004848449727749994 0.0018975721386875009 0.014360619550450001 0.022569947668447506 0.04637001583809499 
114 0.0043697327388039255 -0.004004286888655 -0.0037996045183999972 -0.010384079560175 -0.023477950906227497 -0.030410619119425 -0.020663385884862506 0.0057494706689750034 0.0158832926474725 0.030323584817652502 0.004573820821689998 0.003933916846274993 0.0152531418465875 0.02665709245287 0.051541865119477503 
