# position global 1dels 2dels 3dels 4dels 5dels
1 -0.004503558023988084 0.018750944755053546 0.03565622715555298 -0.043676462120032754 -0.05201276699976677 -0.12251986188974173 
2 -0.019629525506790917 -0.01141018761174015 0.047585685689983455 -0.043461602440119304 -0.03929807478614576 -0.11950732767288379 
3 -0.027425645662785502 -0.019888441811609252 0.04257523966961586 -0.03888677910191345 -0.04411124333146383 -0.13079568714709472 
4 -0.0106149785389508 -0.0038726811329741514 0.035161464089660616 -0.02334823497540117 -0.04358941127248466 -0.13175532591245337 
5 0.0005937978434003973 -0.0010091967656592018 0.01877268006350446 0.011091898099204675 -0.043816542013538774 -0.11196994274804878 
6 -0.0022115135622315994 -0.0076138953985093495 0.004783254807462738 -0.0005845383980608162 -0.02611695123150144 -0.06251293558096126 
7 -0.0046887621847225 -0.00588844477263595 0.008740212851265607 0.0076282848362713455 -0.018715167981386366 -0.019195823054899572 
8 -0.0029430568330257485 -0.003917164349030299 0.012098999655793391 0.0028395313337122815 -0.024414059779928252 -0.0029758212237804855 
9 0.006567075377622149 -0.0010794762349817418 0.010516547715296514 -0.0016558609905076014 -0.009407290060300996 0.008844367769182217 
10 0.010843429377657102 0.0012634248847649494 0.01916531529575712 -0.013580861884014035 0.0004321778179651916 0.01813977024770444 
11 0.008967663342733101 -0.0002870842232628501 0.014048959001459634 -0.01715604125611228 -0.008822404978579263 0.007756832244483494 
12 0.006444543509974449 -0.0030454158923696488 0.011904223415837283 -0.02258456044567953 -0.007414207926931845 0.0010762400870659963 
13 0.008988967115317449 0.00026931265529090033 0.0006758698655057098 -0.012209525720830413 0.002338813737732171 -0.015902632586678626 
14 0.0099709586583486 0.0027067507614309994 -0.007145766836561988 -0.01652666925864795 0.014104284463051116 -0.030738102146700138 
15 0.011759890697349501 0.006383375447809648 -0.006072690594574327 -0.01900617237395789 0.015617784127564748 -0.023776207386685802 
16 0.010452778214898947 0.00651530026926265 -0.0036208126851760324 -0.012552911839908771 0.00688570603983409 -0.036996462679670016 
17 0.008174109842011288 0.003319572210805301 0.0007364327123536495 -0.015536968475955556 0.0024025040527001 -0.021660033492087522 
18 0.00788673805191465 0.0033624169243906 0.005101579021871999 -0.013064123811810529 0.00012985839057433912 -0.00829718029573888 
19 0.00502080449327333 0.0008508344152908024 0.00257573414274395 -0.0032452391320350856 0.001729894973771193 -0.008776211192403151 
20 0.0043925940653553805 -0.0005196820484345005 0.014924163833313298 -0.006419740733221048 0.0015859588556078469 -0.01482925863094691 
21 0.0017504117787874893 0.0028054659419202016 0.005694174207939917 -0.00891305927065497 -0.0023688858213766826 -0.012426478028350068 
22 -0.00028941156856504834 0.004158967668400952 0.005034372627547497 -0.008723228043052625 -0.00528360636870022 -0.012118201862209464 
23 -0.0012906932371739368 0.0022329198657457987 0.011402405845154527 0.0004871795887625712 -0.012178558230916044 -0.007110239379153519 
24 -0.0016268481759052506 0.00016922215007734884 0.010229149262023264 -0.0009873776813777771 -0.005590125060913422 0.0019343184461621272 
25 -0.0029704249533830007 2.787441413965048e-05 0.0007436965696508022 0.0028245007849239776 0.0038649548359199087 -0.019814491663012912 
26 -0.0021788664227193498 -0.0005124548522179999 0.0016031833930612786 -0.002999802199113453 0.010816079216328732 -0.021333323034956952 
27 -0.002851365450699201 0.0010987762315014507 0.00578566636860795 -0.005080674733382454 0.009257659847103625 -0.012678439379304164 
28 -0.003965597051355499 0.0023208861702921917 0.004822295324336042 0.0031163895490690053 0.010845938827627409 -0.004147919259813487 
29 -0.004320950895625519 0.0001128374923180747 0.004675064532908698 -4.837244181520586e-05 0.009567115343937177 -0.008717781216025823 
30 -0.0031819260903679057 -0.0029074919537559396 0.0019220598150621782 0.003787933633473685 0.013740431986214769 -0.005219684532116211 
31 -0.0014819061420553495 -0.0035852100191404645 0.0009126268050753952 0.009223914975015205 0.0081859422245232 0.01114624140265423 
32 0.0024118493178246327 0.0006289806545154608 -0.0006518414962411742 0.010653777045646783 0.012248453523029017 0.029453909248328546 
33 0.001189768874451515 -6.549865997484971e-07 -0.0005712492501474363 0.008415442547999996 0.012883656043314994 0.03231493046164993 
34 -0.00198008132099984 -0.0011554766140200495 -0.002060789556624377 0.007455352140224562 0.006739716290756577 0.032806818509555226 
35 -0.0006404548733884189 -0.0025629934957360503 0.0035512620955695604 0.0126151145985069 0.0018252436577091142 0.03017537235863702 
36 0.0011186678613441868 -0.0009649966503995504 0.0003394102275123499 0.01044900005099181 0.0028985044860956708 0.029460886630659974 
37 -0.0011583949582328525 -0.0005211376650605509 0.00020592008803196454 0.002136623964865498 -2.2328093851476883e-05 0.020801969994447632 
38 -0.0006725762412396822 0.0015824598288282509 -0.0012609726327097593 -0.005385040207578944 0.005744270070549443 0.007453371190746054 
39 -0.0003925381321932447 0.0037204369474325 0.004633961119041706 -0.003969030802774268 0.006825366986116414 -0.006648031875748926 
40 0.0017190851339839578 0.003450964850254851 0.0034649225883567835 -0.0033325974048603515 0.005104731270608502 -0.021710705836664273 
41 0.0042386728114476 0.00224009012102655 0.0023822894484488515 -0.00776993733840468 0.007552529305753562 -0.017591666045494978 
42 0.0026686763660439673 -0.0001959512817824006 0.003340014510013919 -0.0006872314666315774 0.010701509062627363 -0.01923458966934003 
43 0.0013853854664047003 0.00200930356590925 0.005523603669039883 -0.0016131939902783645 0.0146579717034643 -0.03670722738424677 
44 0.00042640666335342487 0.002306053041517311 0.008567616793517054 0.000680974807380119 0.020294832627941847 -0.04296145759878049 
