# position global 1dels 2dels 3dels 4dels 5dels
1 -0.0042227724368618874 -0.007200224044942901 0.0496044032299374 -0.005215517469236997 -0.030945468399924802 -0.039094593529546286 
2 -0.005477687524276478 -0.005622096186463907 0.03921583175098618 -0.0177581686347095 -0.028083594935288166 -0.030642604145371292 
3 -0.0078748858078359 -0.005579655336351513 0.031371890629612174 -0.021674522353269367 -0.0333803264405384 -0.021230413266317454 
4 -0.0054834895741516 -0.0024543754399405336 0.0208504060513196 -0.020630298265078464 -0.028666075157198524 -0.01242490600304636 
5 -0.004898192929556675 -0.000803561711353384 0.01687966116526907 -0.019418198837381995 -0.02649342631252629 -0.014755243599110894 
6 -0.0043158814815630045 -0.001521725554838317 0.011916330455171296 -0.0135525869934662 -0.022126244393634368 -0.016955112174175006 
7 -0.004112644750179475 -0.0018504861079970993 0.011410153184494566 -0.011289227590684955 -0.022740981290164813 -0.012918669693274626 
8 -0.003578031610041575 -0.0020548329937648954 0.011367080951741219 -0.011282568139503476 -0.019981861111972116 -0.009433746364037198 
9 -0.0031793173225356007 -0.0010837609515570164 0.011495828577438794 -0.013704304466955312 -0.01732523246451993 -0.009556068157089193 
10 -0.0031291006521584016 -0.0009907068248606052 0.0086173119302473 -0.0115592116974355 -0.014336564250766438 -0.010430852077343244 
11 -0.0036797102697385263 -0.0018130459287457343 0.004769683334114087 -0.008173479024410572 -0.01280475913605627 -0.010390674814344792 
12 -0.0048000461008756955 -0.0034341863440922513 -0.0004021993472272345 -0.004905004467416766 -0.012209451590205875 -0.010650861191901508 
13 -0.005540030552430451 -0.0036521808924052015 -0.004073594768455292 -0.006394468517130258 -0.0099998607417494 -0.007881408312995632 
14 -0.005872819294133709 -0.0033527016633786095 -0.00628420429818259 -0.008329586399790744 -0.007452228790592075 -0.007414576246467522 
15 -0.004350868143031809 -0.0020411748180199016 -0.0055667708597944105 -0.007243851544310291 -0.0064047395910965315 -0.002217396740846836 
16 -0.003661581937590604 -0.0015282943671642546 -0.0025971638190509638 -0.004940371644247596 -0.01057610621387595 -0.0037154388297245323 
17 -0.0030547570404193913 -0.00014010906590565853 0.00024937879037259097 -0.0041326174271792745 -0.0141241406679603 -0.0018015009706700022 
18 -0.002018055096739219 0.0009120132738751923 0.002926488496911316 -0.002185773891192157 -0.013742972133183949 -0.004301385108302102 
19 -0.002415214948549379 0.0008099262215505263 0.0014000945301164195 -0.003902602590670669 -0.012297326811126283 -0.0069083031481292105 
20 -0.0010658365534572329 0.000999566420466055 0.002689316098659672 -0.00013587643239438215 -0.008086190175519235 -0.007821239840339583 
21 -0.00021680196448787734 0.0010141158424810288 0.0037650219725225663 -0.0005971689278747574 -0.0062357817951542984 -0.00616024782408412 
22 0.0005058062694351607 0.0008652900781877592 0.003688120596415928 0.0019490336457924542 -0.005353657591540896 -0.0063087125929752 
23 0.0010134678042090963 0.0017666886776183373 0.0038579643760831843 0.0022785621418115296 -0.00635547103952063 -0.008066635810793995 
24 0.00033014502239926485 0.0018011788550026855 0.0023710891538739403 -0.00044252052255895326 -0.00783413016682517 -0.008605714348572635 
25 0.0001612339363932992 0.001363327336015544 0.0013766100192743617 -0.002198317765479461 -0.0074567788958898925 -0.0026410285289735097 
26 5.044543756741618e-06 0.0008128853278165527 -0.0009047422924769397 -0.0007418325644516481 -0.004640848620861407 -0.0036970016102839216 
27 0.00021492471692467467 0.0005392952273401034 -0.001212496809945761 0.0009980601661180968 -0.004281767280308931 -0.0051669308039094 
